Type,Plant - Common,Full Grown Characteristics,Flower Color,Soil Type,Sun Exposure,Foliage Color
SHRUBS,Winterberry,"5-7'Tx5-7'W, early flowering male for Red Sprite, Afterglow, Berry Heavy, Berry Nice, N",White,Moist to wet,Sun/Part Sun,Dark Green
SHRUBS,Winterberry,"5-6'Tx4-5'W, small white flowers, red berries, birds, N/ Jim Dandy",White,Moist to wet,Sun/Part Sun,Dark Green
SHRUBS,Winterberry,"6-8'Tx6-8'W, small white flowers, May, XL red-orange berries in fall, birds/Jim Dandy",White,Moist to wet,Sun/Part Sun,Dark Green
SHRUBS,Winterberry,"8-10'Tx8-10'W, small, white flowers, May, green foliage, bright red berries, birds, N /Apollo or Southern Gentleman",White,Moist to wet,Sun/Part Sun,Dark Green
SHRUBS,Winterberry,"10-12'Tx6-8'W, late flowering male for Sparkleberry & Winter Red, N",White,Moist to wet,Sun/Part Sun,Dark Green
SHRUBS,"Winterhazel, Buttercup","5-6'Tx 5-6' W, fragrant, soft yellow flower, early April ",Soft Yellow,,,
SHRUBS,"Winterhazel, Spike","8-10'Tx8-10'W, fragrant, pale yellow flowers, mid-April bloom",Pale Yellow,,,
SHRUBS,"Winterhazel, Vernal ","8-10'Tx10-12'W, fragrant, yellow flowers, late Feb-early Mar, Fall Color, N",Yellow ,Moist,Sun/Part Sun,Bronze to Green
SHRUBS,Witchhazel,"10-15'Tx10-15'W, fragrant, yellow flowers, early-mid-March ",Yellow,Average to Moist,Sun/Part Sun,Green
SHRUBS,"Witchhazel, Common","15-20'Tx15-18'W, fragrant, strap-like, yellow flowers, Oct-Nov, Fall Color, N",Yellow,Moist,Sun/Part Sun,Bronze to Bluish Green
SHRUBS,Witchhazel ,"10-15'Tx10-15'W, fragrant, coppery orange, strap-like flowers, late February",Coppery Orange,Average to Moist,Sun/Part Sun,Green
SHRUBS,Witchhazel ,"15-20'Tx8-10'W, slightly fragrant, copper-red, strap-like flowers, February, yellow/orange/red Fall Color",Coppery Red,Average to Moist,Sun/Part Sun,Green
SHRUBS,"Witchhazel, Chinese","10-15'Tx10-15'W, fragrant, yellow, strap-like flowers, late February",Yellow,Moist,Sun/Part Sun,Deep Green
SHRUBS,"Zenobia, Dusty","3-4'Tx3-4'W, fragrant white flowers, bluish-green foliage, yellow-red Fall Color, N",White,,,Bluish/Green
TREES,"Alder, Speckled","15-20'Tx8-10'W, multi-stem shrubby tree, leathery foliage, bark, N",,Moist to wet,Sun/Part Sun,"Leathery,  Dark Green"
TREES,Arborvitae ,"20-30'Tx6-8'W, deep green fan foliage, N",,Average to Moist,Sun/Part Sun,Deep Green 
TREES,"Arborvitae, Emerald Green","12-15'Tx5-6'W, upright, narrow evergreen, glossy green ",,Average to Moist,Sun/Part Sun, Glossy  Bright Green
TREES,"Arborvitae, Emerald Green","12-15'Tx5-6'W, upright, narrow evergreen, glossy green foliage ",,Average to Moist,Sun/Part Sun, Glossy  Bright Green
TREES,"Arborvitae, Western","30-40'Tx15'W, fast growing, upright, rich, medium green foliage",,Average to Moist,Sun/Part Sun,Rich Medium Green
TREES,Baldcypress,"50-70'Tx20-30'W, deciduous needles, pyramidal form, orange-brown Fall Color ",,Moist to wet,Full Sun,Yellow-Green
TREES,"Beech, European ","50-70'Tx30-35'W, purplish leaves edged in rose/pinkish white",,Average to Moist,Partial Shade,Purple with Rose Pink/White edges
TREES,"Beech, River's Purple","60-80'Tx50-60'W, black-purple foliage, smooth gray bark",,Average to Moist,Sun/Part Sun,Black/Purple
TREES,"Beech, Weeping ","25-30'Tx8-12'W, deep purple foliage, narrow, pendulous form ",,Average to Moist,Sun/Part Sun,Deep Purple 
TREES,"Birch, White-Barked Himalayan","30-40'Tx15-20'W, medium-green foliage, brilliant white bark ",,Moist to wet,Sun/Part Sun,Medium Green
TREES,"Birch, Sweet","45-50'Tx25-30'W, tight pyramidal form, brownish-black bark, Fall Color, N",,,,Brownis /Black Bark
TREES,"Birch, Dwarf River Birch","12-15'Tx 8-10'W, dense growth, cream-cinnamon exfoliating bark, Fall Color-Yellow",,,,Cream Cinnimon
TREES,"Birch, Heritage River","35-40'Tx25-30'W, Multi-stem, exfoliating bark, resistant to disease and insects, N",,Moist,Sun/Part Sun,Light Green
TREES,"Birch, Heritage River","35-40'Tx25-30'W, Multi-stem, exfoliating bark, resistant to disease and insects, N",,Moist,Sun/Part Sun,Light Green
TREES,"Birch, Heritage River","35-40'Tx25-30'W, Multi-stem, exfoliating bark, resistant to disease and insects, N",,Moist,Sun/Part Sun,Light Green
TREES,"Birch, Asian White","30-40'Tx10-12'W, narrow in form, heat, drought, borer resistant, yellow Fall Color",,Moist,Sun/Part Sun,Dark Green
TREES,"Birch, White (Paper)","25-30'Tx15-18'W, striking white bark, most resistance to bronze birch borer, yellow Fall Color",,Moist,Sun/Part Sun,Dark Green
TREES,Birch,"30-40'Tx15-20'W, reddish purple foliage, cinnamon- white exfoliating bark, orange yellow Fall Color",,Moist,Sun/Part Sun,Reddish/Purple
TREES,Black Gum,"30-50'Tx20-30'W, oval-pyramidal shape, wet soils, deep red Fall Color, N",,Moist to wet,Sun/Part Sun,Green
TREES,"Cedar, Blue Atlas","60-70'Tx30-40'W, deep blue, whorled needles, open stiff form",,Average,Full Sun,Deep Blue
TREES,"Cedar, Blue Atlas Weeping","10-20'Tx15-20'W, short blue needles, cascading, pendulous habit",,Average,Full Sun,Blue
TREES,"Cedar, Weeping Alaskan","15-20'Tx15-20'W, blue/green foliage, cascading, pendulous habit",Carmine Pink,,,Blue/Green
TREES,"Cherry, Flowering ","20-25'Tx12-15'W, single, carmine-pink flowers, early-May, orange/red Fall Color",White,,,
TREES,"Cherry, Flowering Yoshino","25-30'Tx25-30'W,  pink buds, fragrant white flowers, early-May, yellow Fall Color",White,,,
TREES,"Cherry, Weeping","8-12'Tx6-12'W, white flowers, heavy branching, late-April, red Fall Color",Small Pink,,,Heavy Branches
TREES,"Cherry, Weeping","20-25'Tx20-25'W, small pink flowers, late-April",Double Rose Pink,,,
TREES,"Crabapple, Columnar Flowering","20'Tx 8-10'W, bright, rose-pink flowers, May, glossy, bronze-purple foliage, red-purple fruit, upright/narrow growth, birds",Rosey Pink,Average,Full Sun,Glossy Bronze/Purple
TREES,"Crabapple, Flowering","10-12'Tx8-10'W, double rose-pink flowers, early-May, orange-red fruit, birds",Red bud/White ,,,
TREES,"Crabapple, Flowering","20'Tx25'W, single red buds, white flowers, bright red fruits, early-May, birds",Pink Buds /White ,,,
TREES,"Crabapple, Flowering","20-22'Tx15-18'W, pink buds, white flowers, dark red fruit, birds",Magenta Pink,,,
TREES,"Crabapple, Flowering","15-20'Tx10-15'W, magenta pink flowers, May, deep purple cutleaf foliage, bright red fruits, FC, DR, birds",Pink,,,Deep Purple cutleaf
TREES,"Crabapple, Flowering","15-20'Tx15-20'W, fragrant, pink flowers, early May, reddish-green leaves, red fruits, FC, DR, birds",,,,Reddish Green 
TREES,"Crabapple, Weeping","8-10'Tx12-15'W, pink flrs, early May, merlot/green foliage, red fruits, birds, Fall Color, Disease Resistant",Red Bud/Pink FL,,,Green 
TREES,"Crabapple, Weeping","10-15'Tx10-15'W, red flower buds/pink flowers, late April, golden fruit, birds",,,,
TREES,"Cryptomeria, Japanese","50-60'Tx20-30'W, blue-green foliage turning bronze in winter",,,,Blue Green/ turning bronze in winter
TREES,"Cryptomeria, Japanese Dwarf ","10-12'Tx3-5'W, dark green foliage, male and female cones on tree, growth rate 6-12""/year",,,,Dark Green  
TREES,"Cypress, Leyland","40-50'Tx8-15'W, feathery, blue-green foliage (30'x8' in 10 yrs)",White,,,
TREES,"Dogwood, Chinese ","12'Tx12-20'W, white flowers, late-May, reddish-purple Fall Color",Yellow,,,
TREES,"Dogwood, Cornelian Cherry","15-20'Tx10-15'W, yellow flowers, early-April, fall red berries, N",White ,,,
TREES,"Dogwood, Flowering","18-22'Tx18-22'W, white flowers, mid-May, birds, Fall Color, N",Deep Red ,,,
TREES,"Dogwood, Flowering","25-30'Tx25-35'W, deep red flowers, May, red berries, birds, Fall Color", ,,,
TREES,"Dogwood, Flowering","15-25'Tx25'W, 5"" large white flower bracts, birds, Fall Color",Creamy White,,,
TREES,"Dogwood, Pagoda","20-25'Tx20-25'W, creamy white flowers, July, purple berries, Fall Color, N",,,,
TREES,"Fir, Frasier","30-40'Tx20-25'W, pyramidal, with horizontal, stiff branches, slow growth, shining dark green foliage",,,,Shinny Dark Green
TREES,"Fir, Korean","20'Tx15-20'W, white-backed needles, slow grower initiallly",,,,white back needles
TREES,"Fir, White","30-50'Tx15-30'W, conical, branched at base, slow-medium growth rate, bluish-green foliage",White,,,Bluish - green
TREES,Franklinia,"10-15'Tx6-9'W, fragrant white flowers, July/Aug, excellent Fall Color, N",White,,,
TREES,Fringetree,"12-20'Tx12-20'W, white fragrant flowers, mid-May, N",White ,,,
TREES,Hawthorne,"20-25'Tx20-25'W, white flowers, May, bright red fruit, purple/scarlet Fall Color",,,,
TREES,Holly,"15'Tx15'W, blue-green evergreen foliage, red berries in Fall, MP Blue Prince                                               wide body",,,,Blue/Green Evergreen
TREES,Holly,"15-20'Tx8-10'W, dark glossy foliage, tall, columnar, MP Blue Stallion or Blue Prince",,,,
TREES,Holly,"15'Tx6'W, upright, pyramidal, high quantity of red berries, mite resistant, MP Blue Stallion or Blue Prince",,,,
TREES,"Holly, Tea Olive","8-10'Tx6-8""W, gold-flecked variegation, holly-like foliage, Deer Resistant",,,,Gold/Green variegated
TREES,"Honeylocust, Sunburst","35-45'Tx 25-35'W, fine-textured foliage, nearly seedless, thornless, yellow Fall Color",,,,
TREES,"Hophornbeam, Eastern","30-40'Tx20-30'W, catkin-like blooms, April, hop-like fruit, tolerates poor soil, N",,Poor,,
TREES,"Hornbeam, American (Musclewood)","30'Tx30'W, yellow/green flowers (male and female), early Spring, N moist soil",Yellow/Green,Moist,Part Sun-Part Shade,Green
TREES,"Juniper, Chinese ","8-10'Tx4-5'W, dense, blue/green foliage",,,,Dense Blue-green
TREES,"Juniper, Chinese ","10-15'Tx6-8'W, slow growing, irregular, broadly columnar, tufted, bright green foliage, abundant fruit ",,,, Bright Green
TREES,"Juniper, Chinese ","15'Tx3-5'W, fast grower, dense green foliage",,,, Blue-Green
TREES,"Juniper, Chinese ","20-30'Tx6-10'W, twisted, artistic and sculptural growth habit, salt tolerant",,,,
TREES,"Juniper, Chinese ","10-15'Tx5'W, hedge for dry areas, bright green foliage, abundant fruit",,,,Bright Green 
TREES,"Juniper, Chinese ","10'Tx4'W, upright informal habit, blue/green foliage",,,,Blue Green
TREES,Katsura Tree,"50-60'Tx40-50'W, pest free, med-fast growth, apricot Fall Color",Inconspicuous Red,,,
TREES,"Katsura Tree, Weeping","15-25'Tx'Tx 10-15'W, inconspicuous red flrs, pest free, slow growth, blue green foliage, yellow Fall Color",,,,Blue/Green
TREES,"Katsura Tree, Weeping","15-25'Tx'Tx 30-40'W, inconspicuous red flowers, slow growth, blue green foliage, orange/yellow Fall Color",Creamy White,,,Blue/Green
TREES,"Lilac, Japanese Tree ","20-25'Tx10-15'W, creamy white, 6-12"" flowers, June",Creamy White ,,,
TREES,"Magnolia, Moonglow Sweetbay","30-35'Tx30-35'W, fragrant, creamy-white flowers, June-August, birds,  wet soils, tolerates shade, N",Canary,Wet  ,Part Shade-Sun,
TREES,"Magnolia, Saucer","50-60'Tx50-60'W, canary-yellow flowers",Lg Rose/Purple,,,
TREES,"Magnolia, Saucer","20'Tx20'W, fragrant, large, rose/purple flowers, late April, upright-oval shape,  gold/bronze Fall Color",Reddish/Purple,,,
TREES,"Magnolia, Saucer","20-28'Tx20-25'W, fragrant, reddish/purple flowers, late April",Rose/Pink,,,
TREES,"Magnolia, Saucer","15-18'Tx15-18'W, highly fragrant, 10-12"" diameter rose/pink flowers, late April-early May",Vivid Fuchsia/Purple,,,
TREES,"Magnolia, Star","20-25'Tx20-25'W, vivid fuchsia buds open to fragrant, purple, star-like flowers, late April, rounded shape",Pure White Silky,,,
TREES,"Magnolia, Star","10-12'Tx12-15'W, pure white, silky, strap-like flowers, late-April, waxy green leaves, hardy",,,,Green
TREES,Maidenhair,"40-60'Tx30-40'W, fan-shaped foliage, yellow Fall Color",,,,
TREES,Maidenhair,"45'Tx25'W, fan-shaped foliage, bright yellow Fall Color",,Normal,Full Sun,Green
TREES,"Maple, Japanese","6-8'Tx6-8'W, purple-red foliage, orange Fall Color",,,,Purple/ Red  
TREES,"Maple, Japanese","8-10'Tx8-10'W, soft, blue-green with cream/pink variegated edge, mature leaves curl, slow growing, upright",,,,Blue/Green w Cream/Pink variegated Edges
TREES,"Maple, Japanese ","8-10'Tx5-6'W, foliage-bright orange-red, Fall Color-lemon yellow with orange tips ",,,,Bright Orange/Red
TREES,"Maple, Japanese ","15-18'Tx12-15'W, rich, dark red foliage turns brilliant red in Fall, rounded habit",,,,Dark Red
TREES,"Maple, Japanese Autumn Moon","10-12'Tx10-12'W, new foliage-bright chartreuse green/rust and pink tones change to deep orange and red",,,, Chartreuse Green/Rust/Pink tones
TREES,"Maple, Japanese Coral Bark ","15-25'Tx15-20'W, upright, vase-shaped form, foliage-bright green change to gold/apricot/light red in fall",,,,Bright Green / Gold/Apricot/Light Red 
TREES,"Maple, Japanese Full Moon","10-20'Tx20'W, magnificent crimson Fall Color ",Yellow/ Red,,,
TREES,"Maple, Japanese Full Moon Golden","15-20'Tx15-20'W, yellow and red flowers, May, firey red Fall Color ",,,,
TREES,"Maple, Japanese Weeping","8-10'Tx10-12'W, Red/Purple filegree-textured foliage, slow growth",,,,Red/Purple 
TREES,"Maple, Japanese Weeping","6-8'Tx8-9'W, deep purple foliage, low spreading",,,,Deep Purple
TREES,"Maple, Japanese Weeping","8-10'Tx10-12'W, deeply dissected purple-red leaf color",,,,deeply dissected Purple/Red
TREES,"Maple, Japanese Weeping","8-12'Tx10-14'W, light to medium green foliage, yellow/orange Fall Color",,,,Light /Medium Green
TREES,"Maple, Japanese Weeping","6-8'Tx8-10'W, bright green leaf color, bright yellow Fall Color",,,,Bright Green
TREES,"Maple, Japanese Weeping","10-12'Tx10-15'W, red-burgundy leaves, red Fall Color",,,,Red Burgundy
TREES,"Maple, Japanese Yellow Leaf","6'Tx6'W, foliage-bright orange in Spring becoming  yellow-orange with bright orange margins ",,,,Bright Orange 
TREES,"Maple, Paper Bark","20-30'Tx25'W, small leaves, copper-colored peeling bark, slow grower",Red,,,
TREES,"Maple, Red","35-40'Tx35-40'W, red flowers, mid-April, tolerates wet soil, bees, butterflies, birds, firey crimson Fall Color, N",,Wet  ,,
TREES,"Maple, Red ","45-50'Tx35-40'W, firey red Fall Color, N",,,,
TREES,"Maple, Red ","40-50'Tx35-40'W, fast growing, bright red Fall Color, N",,,,
TREES,"Maple, Sugar","50-60'Tx35-40'W, round shape, Fall Color, N",,,,
TREES,"Maple, Sugar","50-70'Tx40-50'W, deep green foliage, fast growth rate, Fall Color, N",,,,Deep Green
TREES,"Maple, Sugar","60-70'Tx50-60'W, round spreading form, Fall Color, N",,,,
TREES,"Maple, Sugar","60-80'Tx40-50'W, fast growing, symetrically ovoid in shape, red-orange Fall Color, N",,,,
TREES,"Maple, Sugar","50-60'Tx35-40'W, fast growing, drought resistant, orange/red Fall Color, N",,,,
TREES,"Oak, Northern Red ","60-70'Tx60-70'W, fast growing, rounded form, Fall Color, N",,,,
TREES,"Oak, Pin","40-60'Tx30-40'W, broad, pyramidal form, Fall Color, N",,,,
TREES,"Oak, Scarlet","50-70'Tx 15-30'W, glossy, c-shaped sinuses on leaves, brilliant red fall color, like dry, rocky soils, N",,Dry Rocky,,
TREES,"Oak, White","80-100'Tx 60-80'W, acorns, wildlife, birds, N",,,,
TREES,"Oak, Swamp White ","50-60'Tx50-60'W, rounded form, wildlife, Fall Color, N",Brown/Purple,,,
TREES,PawPaw,"20-25'Tx20-25'W, brownish-purple flowers, late April-early May, fruit, butterfly magnet, N",,,,
TREES,"Pine, Austrian ","50-60'Tx20-40'W, course, tolerates seaside conditions",,,,
TREES,"Pine, Bosnian","12'Tx7-10'W, purple-blue cones, dense, narrow, pyramidal, drought and salt tolerant ",,,,
TREES,"Pine, Dwarf Austrian","10-20'Tx10-20'W, slightly twisted green needles, silver-white candles, upright growth habit",,,,Medium Green
TREES,"Pine, Japanese Black Dwarf","10-15'T, dwarf, broad habit, heavy, dense needles",,,,Dark Green
TREES,"Pine, Japanese Umbrella","20-30'Tx10-15'W, slow growing, deep green glossy needles",,,,Deep Green/Glossy 
TREES,"Pine, Lacebark","10-18'Tx12'W, dark green needles, splotchy ornamental bark, slow growing",,,,Dk Green Splotchy
TREES,"Pine, Limber","35-40'Tx20-25'W, white-striped fragrant needles, broadly upright",,,,White striped/Fragrant
TREES,"Pine, White Columnar","30-40'Tx10-15'W, narrowly upright and columnar",,,,
TREES,"Pine, White Pine Eastern","50-80'Tx20-40'W, fast growing, soft and graceful in shape",Pink,,,
TREES,"Plum, Purple Leaf","18-20'Tx12-15'W, pink flowers, May, deep purple-red foliage",,,,Deep Purple 
TREES,"Red Cedar, Eastern","15-20'Tx5-7'W, pyramidal form with green foliage ",,,,Green 
TREES,"Red Cedar, Eastern","20'Tx8-10'W, pyramidal form with dark green foliage ",,,,Dark Green
TREES,"Red Cedar, Eastern","25-30'Tx10-12'W, pyramidal form with green foliage, berries for wildlife, N ",,,,Green 
TREES,"Red Cedar, Eastern","12-15'Tx2-3'W, bright blue-dark green foliage, wildlife, deer resistant, seashore, N ",,Seashore,,Bright Blue/Dark Green
TREES,"Red Cedar, Eastern","15-20'Tx5-7'W, deep green, finely textured foliage, strongly upright form, burgundy winter foliage, wildlife, DDR, seashore ",Rose/Purple,Seashore,,Deep Green-Burgundy
TREES,Redbud,"20-25'Tx25-30'W, rose-purple flowers, burgundy foliage, May, N",White ,,,Burgundy
TREES,Redbud,"20-25'Tx25-30'W, green foliage, white flowers, May, clump form, N",Lavendar/Pink,,,Green 
TREES,"Redbud, Weeping","8'Tx 10'W, lavender/pink flowers, April-May, large, heart-shaped green leaves, Deer Resistant",Reddish Purple,,,
TREES,"Redbud, Weeping","8-10'Tx8-10'W, reddish-purple flowers, early Spring ",Reddish Purple,,,
TREES,"Redbud, Weeping","12-15'Tx8-10'W, reddish-purple flowers, early Spring ",Rose Purple ,,,
TREES,"Redbud, Weeping","12'Tx 6-8'W, white flowers, April-May, medium green, heart-shaped leaves, Deer Resistant",White,Average,Sun/Part Sun,Medium Green
TREES,"Redbud, Weeping","12'Tx 6-8'W, rose/purple flowers, April-May, ruby-purple changing to deep purple, heart-shaped leaves, Deer Resistant",,,,
TREES,"Redwood, Dawn","110'Tx30-40'W, upright, deciduous conifer, yellow-orange Fall Color",Pink,,,
TREES,Sandcherry,"7-9'Tx5-6'W, pink flowers, late April, purple/red foliage",,,,Purple/Red
TREES,Sassafras,"35-50'Tx25-35'W, flowers April-May, black berries,  yellow/red/purple fall color, root suckers, birds, N",White,,,
TREES,Seven-Son-Flower,"15-20'Tx10-15'W, white, fragrant flowers, late-August, exfoliating bark, Fall Color",White,,,
TREES,Shadblow,"6-8'Tx6-8'W, white flowers, April, birds, Fall Color, N",Pale Pink,,,
TREES,Shadblow,"15-25'Tx12-15'W, pale pink flowers, April, black fruit, birds, Fall Color, N",White ,,,
TREES,Shadblow,"15-20'Tx8-12'W, white flowers, April, birds, Fall Color, N   ",White ,,,
TREES,Shadblow,"20-25'Tx18-20'W, white flowers, April, winter bark, fruit/birds, Fall Color, N",White ,,,
TREES,Shadblow,"15'Tx4'W, white flowers, April-May, upright/narrow growth habit,  blue edible berries, brilliant red/orange Fall Color",White,,,
TREES,Shadblow,"15-25'Tx15-25'W, slightly fragrant white flowers, April, purple-black berries, June, red-orange Fall Color, Birds",White ,,,
TREES,"Shadblow, Allegheny","15-25'Tx10-15'W, white flowers, late-April, multi-stem, Fall Color, N",White ,,,
TREES,Shadblow,"15-20'Tx15'W (single stem), white flowers, late-April, blue/black fruit, Summer, red/orange Fall Color, Birds, N  ",White,,,
TREES,Shadbow (Juneberry),"12-14'Tx8-10'W, white flowers, late April, blue fruit, June-July, multi-stem, upright growing, birds, edible, N",White,,,
TREES,"Silverbell, Carolina","25-30'Tx25'W, white flowers, May, yellow Fall Color, N",Frothy/fluffy rose pink,,,
TREES,Smoke Tree,"15-20'Tx 15-20'W, frothy/fluffy, rose pink flowers, Summer, purple foliage, orange-red Fall Color, Deer Resistant",Purple/pink stalks,,,Purple
TREES,"Smoke Tree, American","15-20'Tx 15-20'W, clusters of flowers, June, purple-pink stalk, grey-green foliage, orange-red fall color, N",Pink Plumes,,,Gray- Green
TREES,Smokebush,"10-15'Tx10-15'W, 6-8"" pink plumes, June-August, burgundy foliage",Gray/Pink Plumes,,,Burgundy
TREES,Smokebush,"10-15'Tx10-15'W, 6-8"" grey-pink plumes, June-Aug, golden yellow foliage changes to coral/orange in Fall",White,,,Golden Yellow   
TREES,"Snowbell, Fragrant","20-30'Tx20-30'W, white fragrant flowers, May-June",White,,,
TREES,"Snowbell, Japanese","20-25'Tx18-20'W, 1"" white, bell-shaped, slightly fragrant flowers, May-June, blue-grey drupe, yellow Fall Color, birds",White,,,
TREES,"Snowbell, Japanese","20-30'T x 20-30'W, white, bell-shaped, slightly fragrant flowers, May-June, blue-grey drupe, yellow Fall Color, birds",White,,,
TREES,Sourwood,"25-30'Tx15-20'W, white flowers, July, outstanding bark, Fall Color, N",,,,
TREES,"Spruce, Colorado Blue","40-50'Tx15-20'W, stiff pyramidal habit, blue/blue-green needles",,,,Blue Green 
TREES,"Spruce, Colorado Blue Dwarf","8-15'Tx8-12'W, stiff pyramidal habit, blue/blue-green needles",,,,Blue Green 
TREES,"Spruce, Colorado Blue Weeping","8-15'Tx8-15'W, tight weeping habit, blue/blue-green needles",,,,Blue Green 
TREES,"Spruce, Dwarf ","30'Tx15'W, silver-blue foliage",,,,Silver Blue
TREES,"Spruce, Dwarf Alberta ","6-8'Tx3'W, 10-12' in 25-30 years, dense light green foliage",,,,Light Green 
TREES,"Spruce, Norway","10-20'Tx10-15'W, needs filtered sun, red coloring at tips, male",,,Part Sun-Part Shade,Red color at tips
TREES,"Spruce, Serbian ","50-60'Tx20-25'W, narrow, slow-med growth",,,,
TREES,"Spruce, White","40-60'Tx10-20'W, broad, dense pyramid, medium growth rate, glaucous green foliage",White,,,Glaucous Green
TREES,"Stewartia, Japanese","20-25'Tx10-15'W, white camilla-like flowers, June-July, outstanding bark!",,,,
TREES,Sweetgum,"40-50'Tx40-50'W, burgundy leaf coloration, Fall Color",Green/Yellow`,,,Burgundy
TREES,Tulip Tree,"70-90'Tx35-50'W, greenish/yellow flowers, May-early June, N ",Catkin  ,,,
TREES,"Willow, Pussy","20-25'Tx18-20'W, spring flower catkins, wildlife, N",,,,
TREES,"Willow, Weeping","60-70'Tx40-50'W, delicate, graceful, pendulous branches",,,,
TREES,"Zelkova, Japanese","60-80'Tx40-60'W, vase-shaped, yellow/orange Fall Color",,,,
VINES,Clematis,"8-12', deep red flowers, July-September, Class 3",White,,,
VINES,Clematis,"20-30', fragrant white flowers, Sept-October, Class 3, AGRESSIVE",Pink Red Bars,,,
VINES,Clematis,"8-12', pink flowers with red bars, May-September, Class 2                                                    Plant Group 1g=4pts/flat @ $9.99/pot  ",White w/Pink Bars,,,
VINES,Clematis,"6'T, white flowers with pink bar, late May, compact                                                              Plant Group 1g=4pts/flat @ $9.99/pot",Deep Purple,,,
VINES,Clematis,"4'T, deep purple flowers, May-Aug, compact                                                                        Plant Group 1g=4pts/flat @ $9.99/pot",Pure White,,,
VINES,Clematis,"8'T, very large 7-8"" pure white flowers, blooms June and September                                      Plant Group 1g=4pts/flat@ $9.99/pot",Scarlet Red,,,
VINES,Clematis,"8'T, scarlet red flowers, May-August, compact                                                                      ",Soft Pink/Clear Yellow,,,
VINES,Honeysuckle,"5-6'Tx 2-3'W, soft pink/clear yellow flowers, Summer, Hummingbirds, Butterflies",Scarlet Red,,,
VINES,Honeysuckle ,"25-30'Tx25-30'W, scarlet red tubular flowers, May-Frost, hummingbirds",Pale Yellow,,,
VINES,Honeysuckle ,"20-25'Tx20-25'W, pale yellow flowers, June-October, hummingbirds, N                                          Plant Group 2g=4pts/flat @$8.50/pot",Purple/Red Creamy White,,,
VINES,Honeysuckle ,"20-25'Tx20-25'W, fragrant purple-red/creamy white flowers, green/red-tinged foliage, May-Jun, hummers ",Bright Red ,,,Green/Red 
VINES,Honeysuckle ,"20-30'Tx20-30'W, fragrant bright red flowers, late May-summer, butterflies and hummers, N",Pink/Yellow,,,
VINES,"Honeysuckle, Goldflame ","20-25'Tx20-25'W, fragrant pink/yellow flowers, hummingbirds                                              Plant Group 2g=4pts/flat @$8.50/pot",White,,,
VINES,"Hydrangea, Climbing","50-60'T, 50-60'W, white flowers, late June, dark foliage, exfoliating bark",,,,Dark Green
VINES,Virginia Creeper ,"40-50'Tx40-50'W, deciduous, birds, red Fall Color, N",Lavender/Blue,,,Deciduous
VINES,Wisteria,"15-25'Tx 5-10' W, 8-10"", fragrant, long racemes of lavender-blue flowers, late May, N",Lilac/Purple,,,
VINES,"Wisteria, American","15-20'Tx 15-20'W,deep, lilac-purple flowers, mid-late May, gray-green compound leaves, N",,,,Gray Green
